100, 1.1e-05
200, 2.2e-05
300, 2.9e-05
400, 4.8e-05
500, 7.2e-05
600, 8.6e-05
700, 0.000149
800, 0.000125
900, 0.000147
1000, 0.00018
1100, 0.000178
1200, 0.000205
1300, 0.000304
1400, 0.000593
1500, 0.000405
1600, 0.000354
1700, 0.000472
1800, 0.000454
1900, 0.00044
2000, 0.000482
2100, 0.000648
2200, 0.000696
2300, 0.000552
2400, 0.000658
2500, 0.000623
2600, 0.001193
2700, 0.000873
2800, 0.000798
2900, 0.001005
3000, 0.001011
3100, 0.001168
3200, 0.001013
3300, 0.000862
3400, 0.001082
3500, 0.001504
3600, 0.001628
3700, 0.00118
3800, 0.001315
3900, 0.001615
4000, 0.001764
4100, 0.00126
4200, 0.001469
4300, 0.002153
4400, 0.002237
4500, 0.001462
4600, 0.001627
4700, 0.000955
4800, 0.001073
4900, 0.001598
5000, 0.001601
5100, 0.001192
5200, 0.00113
5300, 0.001357
5400, 0.002603
5500, 0.003217
5600, 0.001126
5700, 0.001209
5800, 0.001355
5900, 0.002186
6000, 0.001405
6100, 0.001313
6200, 0.001623
6300, 0.001339
6400, 0.002889
6500, 0.002226
6600, 0.003515
6700, 0.001592
6800, 0.001725
6900, 0.001666
7000, 0.002691
7100, 0.001813
7200, 0.002225
7300, 0.003007
7400, 0.005424
7500, 0.002103
7600, 0.001876
7700, 0.002089
7800, 0.001901
7900, 0.001771
8000, 0.003434
8100, 0.001831
8200, 0.002992
8300, 0.00756
8400, 0.003357
8500, 0.001876
8600, 0.00451
8700, 0.003327
8800, 0.002964
8900, 0.003932
9000, 0.004351
9100, 0.003361
9200, 0.003068
9300, 0.002637
9400, 0.003321
9500, 0.005735
9600, 0.003532
9700, 0.005565
9800, 0.0083
9900, 0.005182
