100, 1.1e-05
200, 2.1e-05
300, 3e-05
400, 4.6e-05
500, 6.5e-05
600, 7e-05
700, 0.000108
800, 9e-05
900, 0.000104
1000, 0.000124
1100, 0.000122
1200, 0.000145
1300, 0.0002
1400, 0.000406
1500, 0.000275
1600, 0.000234
1700, 0.000312
1800, 0.000331
1900, 0.000292
2000, 0.000316
2100, 0.000384
2200, 0.000423
2300, 0.000384
2400, 0.000417
2500, 0.000406
2600, 0.000698
2700, 0.000554
2800, 0.000508
2900, 0.000594
3000, 0.000883
3100, 0.001016
3200, 0.000761
3300, 0.000561
3400, 0.000695
3500, 0.000999
3600, 0.00157
3700, 0.000707
3800, 0.000878
3900, 0.000947
4000, 0.001071
4100, 0.000857
4200, 0.001644
4300, 0.002079
4400, 0.001549
4500, 0.000904
4600, 0.001617
4700, 0.00137
4800, 0.001177
4900, 0.002123
5000, 0.001772
5100, 0.001153
5200, 0.001112
5300, 0.001322
5400, 0.002556
5500, 0.002932
5600, 0.001199
5700, 0.001214
5800, 0.001332
5900, 0.002157
6000, 0.001356
6100, 0.001316
6200, 0.001595
6300, 0.001332
6400, 0.002727
6500, 0.002164
6600, 0.00344
6700, 0.001581
6800, 0.001692
6900, 0.00164
7000, 0.002611
7100, 0.001815
7200, 0.003055
7300, 0.004998
7400, 0.006785
7500, 0.002091
7600, 0.00187
7700, 0.002033
7800, 0.001879
7900, 0.001752
8000, 0.003236
8100, 0.001754
8200, 0.002738
8300, 0.007492
8400, 0.003266
8500, 0.001874
8600, 0.003869
8700, 0.003319
8800, 0.003037
8900, 0.003644
9000, 0.004328
9100, 0.0033
9200, 0.002916
9300, 0.002553
9400, 0.003255
9500, 0.005385
9600, 0.003518
9700, 0.005431
9800, 0.005725
9900, 0.003124
