Size of the array, Time taken
57000, 0.006215
57100, 0.005761
57200, 0.00629
57300, 0.006929
57400, 0.005376
57500, 0.005028
57600, 0.004962
57700, 0.005778
57800, 0.006077
57900, 0.005522
58000, 0.006087
58100, 0.005971
58200, 0.007707
58300, 0.009116
58400, 0.008391
58500, 0.007284
58600, 0.007079
58700, 0.006983
58800, 0.007605
58900, 0.00637
59000, 0.007413
59100, 0.008412
59200, 0.009308
59300, 0.007135
59400, 0.005731
59500, 0.005617
59600, 0.006282
59700, 0.006088
59800, 0.006259
59900, 0.006329
60000, 0.005463
60100, 0.005617
60200, 0.005518
60300, 0.006437
60400, 0.006059
60500, 0.005084
60600, 0.006323
60700, 0.007578
60800, 0.007962
60900, 0.007348
61000, 0.008423
61100, 0.007742
61200, 0.010066
61300, 0.010438
61400, 0.006613
61500, 0.00628
61600, 0.008134
61700, 0.005801
61800, 0.005755
61900, 0.005685
62000, 0.00557
62100, 0.007089
62200, 0.006654
62300, 0.007474
62400, 0.006746
62500, 0.005723
62600, 0.00595
62700, 0.007224
62800, 0.00652
62900, 0.006534
63000, 0.00691
63100, 0.007913
63200, 0.007624
63300, 0.008357
63400, 0.009756
63500, 0.006393
63600, 0.007388
63700, 0.007873
63800, 0.008903
63900, 0.007799
64000, 0.006379
64100, 0.007786
64200, 0.008341
64300, 0.008364
64400, 0.007048
64500, 0.007525
64600, 0.00645
64700, 0.00819
64800, 0.006036
64900, 0.008234
65000, 0.00944
65100, 0.007441
65200, 0.00769
65300, 0.010231
65400, 0.010522
65500, 0.01087
65600, 0.009377
65700, 0.009812
65800, 0.00896
65900, 0.008215
66000, 0.006952
66100, 0.006243
66200, 0.007029
66300, 0.006717
66400, 0.007276
66500, 0.008248
66600, 0.006495
66700, 0.006512
66800, 0.009173
66900, 0.008099
67000, 0.008464
67100, 0.008305
67200, 0.008939
67300, 0.010417
67400, 0.010488
67500, 0.011067
67600, 0.009592
67700, 0.010815
67800, 0.010189
67900, 0.007106
68000, 0.008333
68100, 0.007391
68200, 0.009154
68300, 0.009466
68400, 0.009404
68500, 0.010715
68600, 0.010752
68700, 0.009905
68800, 0.009916
68900, 0.010211
69000, 0.009244
69100, 0.009888
69200, 0.009407
69300, 0.009311
69400, 0.00782
69500, 0.007995
69600, 0.00862
69700, 0.007574
69800, 0.00672
69900, 0.007706
70000, 0.007552
70100, 0.007117
70200, 0.009777
70300, 0.009565
70400, 0.011032
70500, 0.011409
70600, 0.011685
70700, 0.010947
70800, 0.01073
70900, 0.009512
71000, 0.010715
71100, 0.010106
71200, 0.009502
71300, 0.008434
71400, 0.008154
71500, 0.008064
71600, 0.007597
71700, 0.009738
71800, 0.007346
71900, 0.009183
72000, 0.010273
72100, 0.009738
72200, 0.011051
72300, 0.009925
72400, 0.009821
72500, 0.010643
72600, 0.010704
72700, 0.010807
72800, 0.009966
72900, 0.010774
73000, 0.009988
73100, 0.009879
73200, 0.010016
73300, 0.010317
73400, 0.008216
73500, 0.008516
73600, 0.008653
73700, 0.00958
73800, 0.0093
73900, 0.009853
74000, 0.010364
74100, 0.008518
74200, 0.010115
74300, 0.009743
74400, 0.010128
74500, 0.010274
74600, 0.010576
74700, 0.010367
74800, 0.00824
74900, 0.007984
75000, 0.008631
75100, 0.008634
75200, 0.008157
75300, 0.009285
75400, 0.010861
75500, 0.009787
75600, 0.009294
75700, 0.0099
75800, 0.008966
75900, 0.009565
76000, 0.010113
76100, 0.009867
76200, 0.010172
76300, 0.01037
76400, 0.011186
76500, 0.010939
76600, 0.011482
76700, 0.012015
76800, 0.012502
76900, 0.010144
77000, 0.007566
77100, 0.008046
77200, 0.009218
77300, 0.010729
77400, 0.011092
77500, 0.010933
77600, 0.010932
77700, 0.011029
77800, 0.011182
77900, 0.009761
78000, 0.011061
78100, 0.010647
78200, 0.011308
78300, 0.011342
78400, 0.010089
78500, 0.010886
78600, 0.010571
78700, 0.010647
78800, 0.008711
