Size of the array, Time taken
35600, 0.009031
35700, 0.009438
35800, 0.009515
35900, 0.009466
36000, 0.009438
36100, 0.009203
36200, 0.009606
36300, 0.009185
36400, 0.009365
36500, 0.009215
36600, 0.009259
36700, 0.00926
36800, 0.009242
36900, 0.009402
37000, 0.009403
37100, 0.009382
37200, 0.010045
37300, 0.009386
37400, 0.009547
37500, 0.009591
37600, 0.009773
37700, 0.009742
37800, 0.009853
37900, 0.00997
38000, 0.009936
38100, 0.009833
38200, 0.009687
38300, 0.009636
38400, 0.009753
38500, 0.009832
38600, 0.009852
38700, 0.009784
38800, 0.009751
38900, 0.010584
39000, 0.011417
39100, 0.009936
39200, 0.009823
39300, 0.010233
39400, 0.010018
39500, 0.010288
39600, 0.010322
39700, 0.010554
39800, 0.010251
39900, 0.010555
40000, 0.010227
40100, 0.010385
40200, 0.010412
40300, 0.010212
40400, 0.010208
40500, 0.010382
40600, 0.010273
40700, 0.010282
40800, 0.010313
40900, 0.010452
41000, 0.010377
41100, 0.010426
41200, 0.010347
41300, 0.010869
41400, 0.010631
41500, 0.010881
41600, 0.010894
41700, 0.010715
41800, 0.011068
41900, 0.011005
42000, 0.010887
42100, 0.010885
42200, 0.010617
42300, 0.010835
42400, 0.01068
42500, 0.010754
42600, 0.010734
42700, 0.010819
42800, 0.010964
42900, 0.01107
43000, 0.011049
43100, 0.010843
43200, 0.012305
43300, 0.011409
43400, 0.01174
43500, 0.011429
43600, 0.011835
43700, 0.011786
43800, 0.011473
43900, 0.01134
44000, 0.01149
44100, 0.011337
44200, 0.01114
44300, 0.011214
44400, 0.011175
44500, 0.011377
44600, 0.011334
44700, 0.01131
44800, 0.011319
44900, 0.011358
45000, 0.012006
45100, 0.011407
45200, 0.011784
45300, 0.011779
45400, 0.011838
45500, 0.011789
45600, 0.012344
45700, 0.011535
45800, 0.011984
45900, 0.011664
46000, 0.011639
46100, 0.011585
46200, 0.011745
46300, 0.011807
46400, 0.011724
46500, 0.011714
46600, 0.011788
46700, 0.011973
46800, 0.012153
