Size of the array, Time taken
82700, 0.011588
82800, 0.012955
82900, 0.01305
83000, 0.011703
83100, 0.011437
83200, 0.010873
83300, 0.010982
83400, 0.012066
83500, 0.011678
83600, 0.011951
83700, 0.012051
83800, 0.011398
83900, 0.012858
84000, 0.010898
84100, 0.011713
84200, 0.01249
84300, 0.012999
84400, 0.013036
84500, 0.012535
84600, 0.01274
84700, 0.011492
84800, 0.011502
84900, 0.013158
85000, 0.011376
85100, 0.012055
85200, 0.01183
85300, 0.012015
85400, 0.011692
85500, 0.012986
85600, 0.01238
85700, 0.01273
85800, 0.011335
85900, 0.012986
86000, 0.013773
86100, 0.013617
86200, 0.011774
86300, 0.011803
86400, 0.012632
86500, 0.012946
86600, 0.013153
86700, 0.011831
86800, 0.012767
86900, 0.012462
87000, 0.011963
87100, 0.011806
87200, 0.011391
87300, 0.013509
87400, 0.013403
87500, 0.013323
87600, 0.014714
87700, 0.011869
87800, 0.013392
87900, 0.012404
88000, 0.013127
88100, 0.014157
88200, 0.010715
88300, 0.012878
88400, 0.012701
88500, 0.012817
88600, 0.013526
88700, 0.013122
88800, 0.013699
88900, 0.012055
89000, 0.01324
89100, 0.012144
89200, 0.012518
89300, 0.012472
89400, 0.014116
89500, 0.012335
89600, 0.013802
89700, 0.012416
89800, 0.013113
89900, 0.012976
90000, 0.012881
90100, 0.012368
90200, 0.01406
90300, 0.013845
90400, 0.014272
90500, 0.01243
90600, 0.01267
90700, 0.013643
90800, 0.012759
90900, 0.013667
91000, 0.012519
91100, 0.013437
91200, 0.013698
91300, 0.012507
91400, 0.013992
91500, 0.013454
91600, 0.011744
91700, 0.012797
91800, 0.012046
91900, 0.013472
92000, 0.01331
92100, 0.012382
92200, 0.013914
92300, 0.012611
92400, 0.013596
92500, 0.012995
92600, 0.013873
92700, 0.013686
92800, 0.013306
92900, 0.011549
93000, 0.013462
93100, 0.011886
93200, 0.013278
93300, 0.013991
93400, 0.012944
93500, 0.01219
93600, 0.014419
93700, 0.012836
93800, 0.013892
93900, 0.012973
94000, 0.012549
94100, 0.014045
94200, 0.012973
94300, 0.013375
94400, 0.013805
94500, 0.014374
94600, 0.013041
94700, 0.01466
94800, 0.01234
94900, 0.013007
95000, 0.01317
95100, 0.015941
95200, 0.011964
95300, 0.014687
95400, 0.015374
95500, 0.015397
95600, 0.014527
95700, 0.013893
95800, 0.013169
95900, 0.014121
96000, 0.012923
96100, 0.013532
96200, 0.013947
96300, 0.012461
96400, 0.013707
96500, 0.013178
96600, 0.016138
96700, 0.015285
96800, 0.013384
96900, 0.013493
97000, 0.014225
97100, 0.01456
97200, 0.015101
97300, 0.012806
97400, 0.012467
97500, 0.013668
97600, 0.014513
97700, 0.014294
97800, 0.014658
97900, 0.015154
98000, 0.013567
98100, 0.014666
98200, 0.014828
98300, 0.013861
98400, 0.014874
98500, 0.01466
98600, 0.01385
98700, 0.013707
98800, 0.015449
98900, 0.0131
99000, 0.013249
99100, 0.013673
99200, 0.015041
99300, 0.014616
99400, 0.014311
99500, 0.013226
99600, 0.015163
99700, 0.014674
99800, 0.014548
99900, 0.013816
